P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method
Kepler-436 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.91,2.73,0.19,0.52,1.2,1.223009,1.763754,2.639269,267.9,291.6,324.7,0.8,-20.0,5.19,64.0,0.33899999999999997,0.19,0.33,0.0,Cyg,K,0.73,0.69,4651.0,0.19899999999999998,0.01,3.0,7.0,618.0,20.1147,44.4121,-27.4,1.1024,2,0,0.355,0.87,-1.06,2.45,-0.38,0.27,0.62,0,0,0,1,transit
Kepler-436 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.52,2.33,1.54,3.6,2.89,15.407179999999999,15.407179999999999,15.407179999999999,504.7,504.7,504.7,30.1,-22.0,4.43,16.8,0.1156,0.0,0.12,0.0,Cyg,K,0.73,0.7,4651.0,0.20571799999999998,-0.06071394910461842,3.0,15.9,618.0,20.1147,44.4121,-29.7,3.2288,2,0,0.361,0.885,-1.94,-0.12,0.76,0.32,0.32,0,0,0,1,Transit
Kepler-437 b,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,13.57,2.14,1.38,2.96,2.52,2.0047919999999997,2.086162,2.1717459999999997,303.2,306.2,309.3,18.8,-19.64,4.07,66.65,0.28800000000000003,0.02,0.29,0.0,Cyg,K,0.71,0.67,4551.0,0.17300000000000001,0.0,2.9,7.2,417.0,19.8232,44.0269,-27.5,1.2409,1,0,0.332,0.818,-1.18,-0.13,1.05,0.39,0.64,0,0,0,1,transit
Kepler-438 b,Warm,Terran,rocky-iron,metals-rich,mesoplanet,1.27,1.12,0.9,1.01,1.06,1.298292,1.3779370000000002,1.46383,271.9,276.0,280.2,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,0.0,Lyr,M,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1,1,0.159,0.40700000000000003,-0.94,-0.17,-0.49,0.48,0.88,0,1,0,1,transit
Kepler-439 b,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,16.46,2.24,1.46,3.28,2.71,1.727817,1.833812,1.948121,292.1,296.4,301.0,24.1,-19.6,4.26,178.14,0.563,0.03,0.56,0.0,Lyr,G,0.88,0.86,5431.0,0.581,0.02,7.2,5.5,693.0,18.7201,44.034,-27.4,0.8170000000000001,1,0,0.584,1.389,-1.05,-0.12,1.31,0.37,0.66,0,0,0,1,transit
Kepler-440 b,Warm,Superterran,rocky-iron,metals-rich,mesoplanet,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,0.0,Lyr,K,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1,1,0.22699999999999998,0.5710000000000001,-0.89,-0.14,0.62,0.48,0.75,0,1,0,1,transit
Kepler-441 b,Cold,Superterran,rocky-iron,metals-rich,non-habitable,4.82,1.64,1.09,1.79,1.71,0.179591,0.2183799,0.2682533,165.9,173.8,183.4,5.3,-16.6,3.12,207.25,0.64,0.1,0.64,0.0,Dra,K,0.57,0.53,4340.0,0.08900000000000001,-0.57,1.9,8.0,284.0,18.9711,49.0125,-25.1,0.4425,1,0,0.24,0.597,1.25,-0.15,0.78,0.4,0.52,0,0,0,1,transit
Kepler-442 b,Warm,Terran,rocky-iron,metals-rich,psychroplanet,2.34,1.34,0.97,1.3,1.32,0.6466799,0.6999820999999999,0.7589214,228.5,233.0,237.8,2.3,-17.42,2.55,112.31,0.409,0.04,0.41,0.0,Lyr,K,0.61,0.59,4402.0,0.11699999999999999,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.3,0.7685,1,1,0.27399999999999997,0.6809999999999999,-0.34,-0.16,-0.06,0.73,0.84,0,1,0,1,transit
Kepler-443 b,Warm,Superterran,rocky-iron,hydrogen-rich,mesoplanet,19.53,2.33,1.54,3.6,2.9,0.7188641,0.8910313,1.1180709999999998,234.6,247.0,262.0,30.2,-18.9,4.43,177.67,0.495,0.11,0.49,0.0,Cyg,K,0.74,0.7,4723.0,0.217,-0.01,3.2,6.8,779.0,19.2407,49.9686,-26.6,0.7552,1,1,0.369,0.903,-0.53,-0.12,1.83,0.34,0.71,0,1,0,1,transit
Kepler-444 b,Hot,Mercurian,rocky-iron,no-atmosphere,non-habitable,0.04,0.38,0.73,0.28,0.33,161.5707,189.0479,222.6394,908.3,943.6,984.1,0.0,-20.79,0.72,3.6,0.0418,0.08,0.04,0.0,Lyr,K,0.76,0.75,5046.0,0.328938,-0.55,11.23,9.0,608.4120264650286,19.3169,41.6347,-32.5,9.6342,5,0,0.44799999999999995,1.082,-2.28,-0.2,-1.52,0.27,0.23,0,0,0,1,Primary Transit
Kepler-444 c,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.09,0.49,0.75,0.37,0.42,110.0798,139.0742,178.2919,825.2,872.5,931.0,0.1,-21.01,0.93,4.55,0.0488,0.12,0.05,0.0,Lyr,K,0.76,0.75,5046.0,0.328938,-0.55,11.23,9.0,608.4120264650286,19.3169,41.6347,-32.1,8.2774,5,0,0.44799999999999995,1.082,-2.26,-0.19,-1.45,0.27,0.26,0,0,0,1,Primary Transit
Kepler-444 d,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.11,0.53,0.76,0.4,0.46,65.63186999999999,92.88903,135.889,725.1,786.1,869.8,0.1,-20.75,1.01,6.19,0.06,0.18,0.06,0.0,Lyr,K,0.76,0.75,5046.0,0.328938,-0.55,11.23,9.0,608.4120264650286,19.3169,41.6347,-31.7,6.7941,5,0,0.44799999999999995,1.082,-2.22,-0.19,-1.41,0.27,0.27,0,0,0,1,Primary Transit
Kepler-444 e,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.12,0.53,0.76,0.41,0.47,65.2686,67.91769000000001,70.70399,724.1,731.3,738.8,0.1,-20.4,1.01,7.74,0.0696,0.02,0.07,0.0,Lyr,K,0.76,0.75,5046.0,0.328938,-0.55,11.23,9.0,608.4120264650286,19.3169,41.6347,-31.3,5.7615,5,0,0.44799999999999995,1.082,-2.2,-0.19,-1.4,0.28,0.28,0,0,0,1,Primary Transit
Kepler-444 f,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.25,0.68,0.79,0.54,0.6,20.04099,61.39323,283.5138,539.0,661.9,1045.4,0.2,-21.04,1.29,9.74,0.0811,0.58,0.07,0.0,Lyr,K,0.76,0.75,5046.0,0.328938,-0.55,11.23,9.0,608.4120264650286,19.3169,41.6347,-31.4,6.0688,5,0,0.44799999999999995,1.082,-2.15,-0.19,-1.3,0.28,0.3,0,0,0,1,Primary Transit
Kepler-445 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.36,1.58,1.61,2.55,2.01,7.4954600000000005,7.4954600000000005,7.495461,421.5,421.5,421.5,10.3,-20.37,3.0,2.98,0.0229,0.0,0.02,0.0,Cyg,M,0.18,0.21,3157.0,0.0039299999999999995,0.19,4.205140795802378,18.0,90.0,19.9158,46.4986,-28.9,4.8887,3,0,0.051,0.136,-1.68,-0.51,0.16,0.36,0.44,0,0,0,1,Primary Transit
Kepler-445 c,Hot,Superterran,rocky-water,metals-rich,non-habitable,8.58,2.51,0.54,1.36,1.85,3.8997900000000003,3.8997910000000005,3.8997919999999997,358.0,358.0,358.0,4.7,-20.67,4.77,4.87,0.0317,0.0,0.03,0.0,Cyg,M,0.18,0.21,3157.0,0.0039299999999999995,0.19,4.205140795802378,18.0,90.0,19.9158,46.4986,-28.2,3.5258,3,0,0.051,0.136,-1.47,0.94,0.16,0.36,0.48,0,0,0,1,Primary Transit
Kepler-445 d,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.5,1.25,1.77,2.22,1.67,1.962549,1.962549,1.962549,301.5,301.5,301.5,6.2,-18.4,2.38,8.15,0.0448,0.0,0.04,0.0,Cyg,M,0.18,0.21,3157.0,0.0039299999999999995,0.19,4.205140795802378,18.0,90.0,19.9158,46.4986,-27.5,2.501,3,0,0.051,0.136,-1.16,-0.72,0.13,0.42,0.76,0,0,0,1,Primary Transit
Kepler-446 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,4.45,1.5,1.32,1.98,1.72,25.94266,25.94266,25.94266,575.0,575.0,575.0,5.9,-21.61,2.85,1.57,0.0159,0.0,0.02,0.0,Lyr,M,0.22,0.24,3359.0,0.006579000000000001,-0.3,4.205140795802378,16.5,120.0,18.8167,44.9211,-30.3,8.0382,3,0,0.066,0.174,-1.94,-0.37,-0.34,0.33,0.33,0,0,0,1,Primary Transit
Kepler-446 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.86,1.1,2.16,2.38,1.61,10.725439999999999,10.725439999999999,10.725439999999999,461.1,461.1,461.1,6.2,-19.97,2.09,3.04,0.0248,0.0,0.02,0.0,Lyr,M,0.22,0.24,3359.0,0.006579000000000001,-0.3,4.205140795802378,16.5,120.0,18.8167,44.9211,-29.3,5.1659,3,0,0.066,0.174,-1.78,-0.93,-0.28,0.33,0.41,0,0,0,1,Primary Transit
Kepler-446 d,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.18,1.34,1.31,1.76,1.54,5.303507,5.303508,5.303509,386.6,386.6,386.6,4.2,-19.64,2.55,5.15,0.0352,0.0,0.04,0.0,Lyr,M,0.22,0.24,3359.0,0.006579000000000001,-0.3,4.205140795802378,16.5,120.0,18.8167,44.9211,-28.6,3.6319999999999997,3,0,0.066,0.174,-1.58,-0.43,-0.22,0.38,0.51,0,0,0,1,Primary Transit
Kepler-447 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,435.58,18.48,0.07,1.28,4.85,146.5379,146.5379,146.5379,886.4,886.4,886.4,30.1,-28.98,35.69,7.79,0.0769,0.0,0.08,0.0,Dra,G,1.0,1.03,5493.0,0.866568,0.07,4.205140795802378,12.5,608.4120264650286,19.0178,48.56,-32.2,7.1425,1,0,0.71,1.6880000000000002,-2.3,14.11,1.42,0.07,0.06,0,0,0,1,Primary Transit
Kepler-448 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,3179.4,16.02,0.77,12.39,14.09,226.1771,226.1771,226.1771,988.0,988.0,988.0,2460.5,-29.14,30.81,17.86,0.151,0.0,0.15,0.0,Cyg,F,1.45,1.63,6820.0,5.157064,-0.06071394910461842,1.5,11.5,426.0,19.8302,41.011,-32.6,5.7551,1,0,1.6030000000000002,3.7060000000000004,-2.38,16.7,6.94,0.05,0.06,0,0,0,1,Primary Transit
Kepler-449 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.47,2.05,1.32,2.72,2.36,157.6276,167.2975,177.7258,902.7,916.1,930.2,15.2,-24.33,3.9,12.58,0.1047,0.03,0.1,0.0,Cyg,G,0.97,1.47,5552.0,1.834628,-0.06071394910461842,4.205140795802378,11.4,608.4120264650286,19.5822,41.9008,-32.3,7.4725,2,0,1.03,2.443,-2.31,-0.13,-0.22,0.3,0.26,0,0,0,1,Primary Transit
Kepler-449 c,Hot,Neptunian,gas,metals-rich,non-habitable,4.06,2.76,0.19,0.53,1.21,40.824220000000004,45.062909999999995,49.86874,644.0,659.8,677.0,0.8,-23.55,5.25,33.67,0.2019,0.05,0.2,0.0,Cyg,G,0.97,1.47,5552.0,1.834628,-0.06071394910461842,4.205140795802378,11.4,608.4120264650286,19.5822,41.9008,-30.9,3.8777,2,0,1.03,2.443,-2.17,2.46,-0.82,0.23,0.25,0,0,0,1,Primary Transit
Kepler-450 b,Hot,Jovian,gas,metals-rich,non-habitable,46.17,6.14,0.2,1.23,2.74,75.09973000000001,78.14785,81.35383,750.0,757.4,765.1,9.2,-25.89,11.68,28.45,0.2014,0.02,0.2,0.0,Cyg,F,1.35,1.57,6152.0,3.167776,-0.342,4.205140795802378,11.7,608.4120264650286,19.6991,51.0135,-31.5,4.157,3,0,1.306,3.049,-2.27,4.01,0.2,0.18,0.14,0,0,0,1,Primary Transit
Kepler-450 c,Hot,Neptunian,gas,no-atmosphere,non-habitable,3.42,2.62,0.19,0.5,1.14,170.0822,176.9854,184.2462,920.0,929.2,938.6,0.7,-24.92,4.98,15.41,0.1338,0.02,0.13,0.0,Cyg,F,1.35,1.57,6152.0,3.167776,-0.342,4.205140795802378,11.7,608.4120264650286,19.6991,51.0135,-32.4,6.2576,3,0,1.306,3.049,-2.34,2.43,-1.0,0.22,0.23,0,0,0,1,Primary Transit
Kepler-450 d,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.48,0.84,0.83,0.69,0.76,354.87199999999996,465.7214,623.4919,1105.8,1179.1,1273.1,0.4,-23.5,1.59,7.51,0.0829,0.14,0.08,0.0,Cyg,F,1.35,1.57,6152.0,3.167776,-0.342,4.205140795802378,11.7,608.4120264650286,19.6991,51.0135,-33.4,10.2086,3,0,1.306,3.049,-2.4,-0.18,-1.3,0.27,0.29,0,0,0,1,Primary Transit
Kepler-452 b,Warm,Superterran,rocky-iron,metals-rich,mesoplanet,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,0.0,Cyg,G2,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1,1,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0,1,0,1,transit
Kepler-453(AB) b,Warm,Neptunian,gas,metals-rich,non-habitable,16.0,6.16,0.07,0.42,1.61,1.061842,1.061842,1.061842,258.6,258.6,258.6,1.1,-21.21,11.73,240.5,0.7397,0.0,0.74,0.0,Lyr,G,0.93,0.83,5527.0,0.5809489999999999,-0.06071394910461842,4.205140795802378,12.237222991689753,608.4120264650286,18.8828,46.3785,-26.8,0.6002,1,1,0.581,1.3780000000000001,-0.6,5.92,0.21,0.14,0.49,0,0,0,1,Primary Transit
Kepler-454 b,Hot,Superterran,rocky-water,metals-rich,non-habitable,6.84,2.36,0.52,1.22,1.7,117.1765,117.1765,117.1765,838.2,838.2,838.2,3.5,-24.25,4.49,10.57,0.0954,0.0,0.1,0.0,Lyr,G,1.03,1.07,5687.0,1.0664420000000001,0.32,5.25,11.6,608.4120264650286,19.1653,38.2289,-31.9,5.9575,2,1,0.779,1.84,-2.29,0.93,-0.59,0.28,0.25,0,0,0,1,Primary Transit
Kepler-454 c,Warm,Jovian,gas,hydrogen-rich,non-habitable,1418.01,11.67,0.89,10.4,11.02,0.6186041,0.6449871,0.672806,225.9,228.3,230.7,1263.6,-22.06,22.33,523.9,1.286,0.02,1.29,337.4,Lyr,G,1.03,1.07,5687.0,1.0664420000000001,0.32,5.25,11.6,608.4120264650286,19.1653,38.2289,-26.3,0.4418,2,1,0.779,1.84,-0.04,8.78,12.37,0.06,0.39,0,0,1,1,Radial Velocity
Kepler-455 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,68.05,6.94,0.2,1.41,3.13,0.2403402,0.24034029999999998,0.24034029999999998,178.4,178.4,178.4,13.8,-19.85,13.23,1322.3,2.3414,0.0,2.34,0.0,Cyg,F,0.98,1.0,6175.0,1.317558,-0.42,4.205140795802378,12.237222991689753,608.4120264650286,19.6633,38.6052,-25.2,0.2287,1,0,0.841,1.963,1.67,4.44,2.8,0.15,0.32,0,0,0,1,Primary Transit
Kepler-456 b,Warm,Jovian,gas,hydrogen-rich,non-habitable,57.79,6.6,0.2,1.33,2.96,0.5812196,0.5812196,0.5812196999999999,222.4,222.4,222.4,11.6,-20.7,12.56,1320.1,2.3388,0.0,2.34,0.0,Lyr,F,0.98,1.52,6258.0,3.17921,-0.5,4.205140795802378,12.237222991689753,608.4120264650286,19.2661,41.223,-26.1,0.3463,1,1,1.3,3.029,0.2,4.26,2.11,0.17,0.45,0,0,0,1,Primary Transit
Kepler-457 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.36,2.35,1.57,3.68,2.94,96.5317,96.53171,96.53173000000001,798.6,798.6,798.6,31.9,-24.03,4.47,31.81,0.161,0.0,0.16,0.0,Lyr,F,1.04,1.26,6474.0,2.502199,-0.16,4.205140795802378,12.237222991689753,608.4120264650286,18.8252,44.6946,-31.7,4.1716,2,0,1.138,2.6430000000000002,-2.3,-0.12,0.28,0.3,0.25,0,0,0,1,Primary Transit
Kepler-457 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.36,2.35,1.57,3.68,2.94,20.059639999999998,20.05965,20.05965,539.2,539.2,539.2,31.9,-22.31,4.47,75.2,0.3532,0.0,0.35,0.0,Lyr,F,1.04,1.26,6474.0,2.502199,-0.16,4.205140795802378,12.237222991689753,608.4120264650286,18.8252,44.6946,-30.0,1.9013,2,0,1.138,2.6430000000000002,-2.04,-0.12,0.72,0.32,0.3,0,0,0,1,Primary Transit
Kepler-458 b,Warm,Neptunian,gas,metals-rich,non-habitable,19.26,4.59,0.2,0.91,2.05,0.7174643,0.7174643,0.7174644,234.5,234.5,234.5,3.8,-20.14,8.73,572.38,1.3398,0.0,1.34,0.0,Cyg,F,0.98,1.03,6065.0,1.287916,-0.28,4.205140795802378,12.237222991689753,608.4120264650286,19.803,46.3287,-26.4,0.4097,2,1,0.8370000000000001,1.9580000000000002,-0.1,3.22,0.86,0.23,0.53,0,0,0,1,Primary Transit
Kepler-458 c,Hot,Neptunian,gas,metals-rich,non-habitable,14.75,4.2,0.2,0.84,1.87,59.8363,59.8363,59.83631999999999,708.6,708.6,708.6,2.9,-24.77,7.99,20.74,0.1467,0.0,0.15,0.0,Cyg,F,0.98,1.03,6065.0,1.287916,-0.28,4.205140795802378,12.237222991689753,608.4120264650286,19.803,46.3287,-31.2,3.7421,2,1,0.8370000000000001,1.9580000000000002,-2.23,3.04,-0.37,0.21,0.19,0,0,0,1,Primary Transit
Kepler-459 b,Warm,Neptunian,gas,hydrogen-rich,non-habitable,33.06,5.5,0.2,1.09,2.45,0.40338520000000005,0.4033853,0.4033853,203.0,203.0,203.0,6.6,-19.9,10.47,854.08,1.7672,0.0,1.77,0.0,Cyg,F,1.01,1.01,6091.0,1.259757,-0.04,4.205140795802378,12.237222991689753,608.4120264650286,19.1585,47.7712,-25.7,0.3046,1,1,0.826,1.933,0.7,3.68,1.6,0.2,0.43,0,0,0,1,Primary Transit
Kepler-460 b,Warm,Jovian,gas,hydrogen-rich,non-habitable,52.15,6.38,0.2,1.28,2.86,1.6590169999999997,1.6590169999999997,1.659018,289.1,289.1,289.1,10.5,-21.77,12.15,440.78,1.1591,0.0,1.16,0.0,Lyr,F,1.07,1.24,6340.0,2.228898,-0.38,4.205140795802378,14.2,608.4120264650286,19.2317,40.6514,-27.3,0.5701,2,1,1.083,2.52,-0.89,4.14,1.52,0.18,0.46,0,0,0,1,Primary Transit
Kepler-460 c,Hot,Neptunian,gas,metals-rich,non-habitable,33.25,5.51,0.2,1.1,2.46,4.187054,4.187055,4.187056,364.4,364.4,364.4,6.6,-22.46,10.49,220.13,0.7296,0.0,0.73,0.0,Lyr,F,1.07,1.24,6340.0,2.228898,-0.38,4.205140795802378,14.2,608.4120264650286,19.2317,40.6514,-28.3,0.9057,2,1,1.083,2.52,-1.49,3.68,0.76,0.2,0.35,0,0,0,1,Primary Transit
Kepler-461 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.24,2.58,0.19,0.49,1.12,117.6717,117.6717,117.6717,839.1,839.1,839.1,0.6,-24.44,4.9,8.31,0.0798,0.0,0.08,0.0,Cyg,G,0.98,0.91,5634.0,0.748583,-0.06071394910461842,2.51,13.7,468.0,19.4833,46.1649,-31.9,6.082999999999999,1,0,0.655,1.5490000000000002,-2.29,2.42,-0.98,0.22,0.24,0,0,0,1,Transit
Kepler-462 b,Hot,Neptunian,gas,metals-rich,non-habitable,10.59,3.76,0.2,0.75,1.68,48.09665,48.09666,48.09667,670.9,670.9,670.9,2.1,-24.29,7.16,84.69,0.4404,0.0,0.44,0.0,Cyg,F,1.59,2.04,7070.0,9.328845,-0.06071394910461842,1.45,11.6,733.0,19.9881,43.8143,-31.0,2.4687,2,0,2.13,4.913,-2.21,2.84,-0.48,0.22,0.21,0,0,0,1,Transit
Kepler-462 c,Hot,Neptunian,gas,metals-rich,non-habitable,22.2,4.82,0.2,0.96,2.15,10.13743,26.329,91.20624000000001,454.6,547.4,787.3,4.4,-24.33,9.16,207.58,0.8592,0.5,0.74,0.0,Cyg,A,1.97,2.3,7717.0,16.832145,-0.06071394910461842,4.205140795802378,11.7,608.4120264650286,19.9881,43.8142,-30.5,1.6473,2,0,2.845,6.556,-2.05,3.33,-0.03,0.2,0.2,0,0,0,1,Primary Transit
Kepler-463 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.53,3.05,0.2,0.6,1.35,114.5904,114.5904,114.5904,833.6,833.6,833.6,1.1,-24.78,5.79,8.98,0.0807,0.0,0.08,0.0,Cyg,G,0.87,0.9,5661.0,0.746358,-0.06071394910461842,7.41,12.9,336.0,19.9291,44.8579,-31.9,5.9456,1,0,0.653,1.5430000000000001,-2.29,2.55,-0.83,0.22,0.22,0,0,0,1,Transit
Kepler-464 b,Hot,Neptunian,gas,metals-rich,non-habitable,7.04,3.29,0.2,0.65,1.46,460.1493,460.1493,460.1494,1180.0,1180.0,1180.0,1.4,-26.46,6.26,7.26,0.0782,0.0,0.08,0.0,Cyg,G,1.21,1.59,5933.0,2.8104869999999997,-0.06071394910461842,4.9,12.7,653.0,19.6557,48.9824,-33.4,10.8584,1,0,1.246,2.925,-2.39,2.64,-0.91,0.21,0.2,0,0,0,1,Transit
Kepler-465 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.98,2.95,0.19,0.57,1.3,251.9667,251.9668,251.9668,1015.0,1015.0,1015.0,1.0,-25.56,5.6,9.94,0.0969,0.0,0.1,0.0,Lyr,F,1.23,1.29,6310.0,2.366937,-0.06071394910461842,2.19,12.7,587.0,18.9704,46.0638,-32.8,7.0975,1,0,1.1179999999999999,2.603,-2.37,2.52,-0.94,0.22,0.22,0,0,0,1,Transit
Kepler-466 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.45,2.84,0.19,0.55,1.25,16.38981,16.38981,16.38981,512.6,512.6,512.6,0.9,-22.51,5.41,51.08,0.2729,0.0,0.27,0.0,Cyg,G,1.04,1.05,5927.0,1.220698,-0.06071394910461842,3.47,12.8,436.0,19.7099,48.4956,-29.8,2.0505,2,0,0.8220000000000001,1.929,-1.99,2.49,-0.66,0.23,0.29,0,0,0,1,Transit
Kepler-466 c,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.86,1.25,0.94,1.18,1.22,540.9921,540.9921,540.9924,1228.7,1228.7,1228.7,1.8,-24.53,2.38,3.71,0.0475,0.0,0.05,0.0,Cyg,G,1.04,1.05,5927.0,1.220698,-0.06071394910461842,3.47,12.8,436.0,19.7099,48.4956,-33.6,11.8007,2,0,0.8220000000000001,1.929,-2.4,-0.16,-1.06,0.28,0.29,0,0,0,1,Transit
Kepler-467 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.81,2.25,1.47,3.32,2.73,66.34796999999999,66.34796999999999,66.34798,727.1,727.1,727.1,24.8,-23.52,4.28,24.99,0.17,0.0,0.17,0.0,Lyr,G,1.05,1.37,5809.0,1.917505,-0.06071394910461842,8.13,12.4,458.0,19.1575,38.6496,-31.3,4.2956,1,0,1.037,2.4419999999999997,-2.23,-0.12,0.23,0.31,0.26,0,0,0,1,Transit
Kepler-472 b,Hot,Neptunian,gas,metals-rich,non-habitable,6.54,3.21,0.2,0.63,1.43,147.1932,147.1932,147.1932,887.4,887.4,887.4,1.3,-25.17,6.11,4.18,0.0481,0.0,0.05,0.0,Cyg,K,0.85,0.78,4996.0,0.34007,-0.06071394910461842,2.69,13.7,302.0,19.7683,39.2498,-32.2,8.6562,1,0,0.457,1.105,-2.26,2.62,-0.8,0.22,0.21,0,0,0,1,Transit
Kepler-473 b,Hot,Neptunian,gas,metals-rich,non-habitable,13.49,4.08,0.2,0.81,1.82,130.2963,130.2963,130.2964,860.8,860.8,860.8,2.7,-25.55,7.75,14.56,0.1189,0.0,0.12,0.0,Lyr,G,1.06,1.34,5816.0,1.843304,-0.06071394910461842,6.92,13.4,641.0,19.1087,38.9456,-32.0,6.0066,1,0,1.0170000000000001,2.3930000000000002,-2.3,2.98,-0.53,0.21,0.18,0,0,0,1,Transit
Kepler-474 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.59,3.06,0.2,0.6,1.35,305.5044,305.5045,305.5045,1065.1,1065.1,1065.1,1.1,-25.85,5.81,5.66,0.0619,0.0,0.06,0.0,Cyg,G,0.99,1.08,5785.0,1.1720629999999999,-0.06071394910461842,6.76,13.5,568.0,19.4881,43.8812,-33.0,9.3024,1,0,0.812,1.913,-2.36,2.56,-0.93,0.22,0.21,0,0,0,1,Transit
Kepler-475 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,26.25,2.49,1.71,4.25,3.25,224.7086,224.7087,224.7087,986.4,986.4,986.4,44.8,-25.07,4.73,3.11,0.0396,0.0,0.04,0.0,Lyr,K,0.86,0.79,5009.0,0.352491,-0.06071394910461842,2.69,13.3,280.0,19.1368,40.2115,-32.6,10.645,1,0,0.465,1.123,-2.29,-0.11,0.27,0.3,0.24,0,0,0,1,Transit
Kepler-476 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.72,3.08,0.2,0.6,1.36,93.86175,93.86175,93.86176,793.0,793.0,793.0,1.1,-24.58,5.86,14.01,0.1148,0.0,0.11,0.0,Cyg,G,1.03,1.09,5837.0,1.237376,-0.06071394910461842,5.37,13.8,687.0,19.6776,43.963,-31.7,5.0608,1,0,0.8320000000000001,1.9569999999999999,-2.27,2.57,-0.79,0.22,0.22,0,0,0,1,Transit
Kepler-477 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.88,2.07,1.34,2.77,2.39,48.749359999999996,48.74937,48.74937,673.2,673.2,673.2,15.9,-23.0,3.94,11.12,0.0931,0.0,0.09,0.0,Lyr,K,0.87,0.79,5240.0,0.422152,-0.06071394910461842,2.09,13.5,367.0,19.2045,42.3554,-31.0,4.5253,1,0,0.503,1.205,-2.17,-0.13,0.05,0.32,0.28,0,0,0,1,Transit
Kepler-478 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.82,2.71,0.19,0.52,1.19,39.39157,39.39158,39.39159,638.3,638.3,638.3,0.7,-23.36,5.15,13.22,0.1036,0.0,0.1,0.0,Cyg,K,0.85,0.8,5210.0,0.42307799999999995,-0.06071394910461842,4.9,13.9,420.0,19.4991,46.1962,-30.7,4.1147,1,0,0.504,1.209,-2.14,2.45,-0.82,0.23,0.25,0,0,0,1,Transit
